SMILES,type,EO,PO,CMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,source
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.000998,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=60; additives=1.86 E 0 Q N-DECANE; authors=KURI; reference=62009; original CMC=7.0 X10-2 D 9.98 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00097,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=60; additives=1.35 E 1 N-DECANE; authors=KURI; reference=62009; original CMC=6.8 X10-2 D 9.70 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.000884,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=66.6; additives=1.86 E 0 N-DECANE; authors=KURI; reference=62009; original CMC=6.2 X10-2 D 8.84 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.000884,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=69; additives=1.86 E Q N-DECANE; authors=KURI; reference=62009; original CMC=6.2 X10-2 D 8.84 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.002068,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=10; additives=9.17 E 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=1.45 X10-1 D 2.068X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00125,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=29.9; additives=9.17 0 DECANOL-1; authors=KURI; reference=62009; original CMC=8.8 X10-2 D 1.25 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.001497,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.87 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=1.05 X10-1 D 1.497X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00141,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=4.56 E Q DECANOL-1; authors=KURI; reference=62009; original CMC=9.9 X10-2 D 1.41 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00131,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=7.75 E Q DECANOL-1; authors=KURI; reference=62009; original CMC=9.2 X10-2 D 1.31 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00125,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=9.17 DECANOL-1; authors=KURI; reference=62009; original CMC=8.8 X10-2 D 1.25 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00121,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.11 DECANOL-1; authors=KURI; reference=62009; original CMC=8.5 X10-2 D 1.21 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.000998,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.91 DECANOL-1; authors=KURI; reference=62009; original CMC=7.0 X10-2 D 9.98 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00108,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=43.4; additives=9.17 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.6 X10-2 D 1.08 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00111,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=5.37 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.8 X10-2 D 1.11 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00106,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=9.17 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.5 X10-2 D 1.06 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00105,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=1.07 E 1 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.4 X10-2 D 1.05 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00104,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=1.28 E 1 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.3 X10-2 D 1.04 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.000984,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=1.73 E 1 Q DECANOL-1; authors=KURI; reference=62009; original CMC=6.9 X10-2 D 9.84 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.000998,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=49.7; additives=9.17 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.0 X10-2 D 9.98 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00106,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=50; additives=3.53 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.5 X10-2 D 1.06 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00104,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=50; additives=5.58 E 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.3 X10-2 D 1.04 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.00101,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=50; additives=7.52 E 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.1 X10-2 D 1.01 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.000998,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=50; additives=8.7 E 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.0 X10-2 D 9.98 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.000941,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=55.4; additives=9.17 E 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=6.6 X10-2 D 9.41 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12.0,0.0,0.000884,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=61.4; additives=9.17 E 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=6.2 X10-2 D 8.84 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC12CCC(C(C1CCC3C24CCC(C(C3)C4)(CO)O)(C)CO)O,nonionic,3.0,0.0,0.2,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 209; name=OCTYL BENZENE /OXYETHYLENE/3 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=15; additives=nan; authors=CROO FORD; reference=64014; original CMC=1 02 X10-1 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC12CCC(C(C1CCC3C24CCC(C(C3)C4)(CO)O)(C)CO)O,nonionic,3.0,0.0,0.01,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 209; name=OCTYL BENZENE /OXYETHYLENE/3 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=CROO FORD; reference=64014; original CMC=I 0.1 X10-1 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC12CCC(C(C1CCC3C24CCC(C(C3)C4)(CO)O)(C)CO)O,nonionic,3.0,0.0,0.0007,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 209; name=OCTYL BENZENE /OXYETHYLENE/3 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=35; additives=nan; authors=CROO FORD; reference=64014; original CMC=I 07 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,nonionic,4.0,0.0,0.0041,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 210; name=P-T-OCTYL BENZENE /OXYETHYLENE/4 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=45; additives=nan; authors=CROO FORD; reference=64014; original CMC=) 41 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,nonionic,4.0,0.0,0.0059,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 210; name=P-T-OCTYL BENZENE /OXYETHYLENE/4 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=55; additives=nan; authors=CROO FORD; reference=64014; original CMC=1 59 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,nonionic,4.0,0.0,0.0091,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 210; name=P-T-OCTYL BENZENE /OXYETHYLENE/4 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=7b; additives=nan; authors=CROO FORD; reference=64014; original CMC=I 91 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,nonionic,4.0,0.0,0.0047,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 210; name=P-T-OCTYL BENZENE /OXYETHYLENE/4 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=26; additives=3 BAKIC 0216; authors=CROO FORD; reference=63017; original CMC=I 47 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,nonionic,4.0,0.0,0.0017,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 210; name=P-T-OCTYL BENZENE /OXYETHYLENE/4 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=26; additives=6 It 1 ( 0216; authors=CROO FORD; reference=63017; original CMC=? 17 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCO,nonionic,5.0,0.0,0.000181,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 211; name=P-T-OCTYL BENZENE /OXYETHYLENE/5 ALCOHOL HOMOGENEOUS, HEAD GROUP; temperature=15; additives=nan; authors=CROO FORD; reference=64014; original CMC=1.81 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCO,nonionic,5.0,0.0,0.000154,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 211; name=P-T-OCTYL BENZENE /OXYETHYLENE/5 ALCOHOL HOMOGENEOUS, HEAD GROUP; temperature=25; additives=nan; authors=CROO FORD; reference=63017; original CMC=1.54 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCO,nonionic,5.0,0.0,0.000172,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 211; name=P-T-OCTYL BENZENE /OXYETHYLENE/5 ALCOHOL HOMOGENEOUS, HEAD GROUP; temperature=25; additives=nan; authors=CROO FORD; reference=64014; original CMC=1.72 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCO,nonionic,5.0,0.0,0.000164,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 211; name=P-T-OCTYL BENZENE /OXYETHYLENE/5 ALCOHOL HOMOGENEOUS, HEAD GROUP; temperature=35; additives=nan; authors=CROO FORD; reference=64014; original CMC=1.64 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCO,nonionic,5.0,0.0,0.000164,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 211; name=P-T-OCTYL BENZENE /OXYETHYLENE/5 ALCOHOL HOMOGENEOUS, HEAD GROUP; temperature=45; additives=nan; authors=CROO FORD; reference=64014; original CMC=1.64 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCO,nonionic,5.0,0.0,0.000172,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 211; name=P-T-OCTYL BENZENE /OXYETHYLENE/5 ALCOHOL HOMOGENEOUS, HEAD GROUP; temperature=55; additives=nan; authors=CROO FORD; reference=64014; original CMC=1.72 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCO,nonionic,5.0,0.0,0.00019,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 211; name=P-T-OCTYL BENZENE /OXYETHYLENE/5 ALCOHOL HOMOGENEOUS, HEAD GROUP; temperature=65; additives=nan; authors=CROO FORD; reference=64014; original CMC=1.90 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCO,nonionic,5.0,0.0,0.22,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 211; name=P-T-OCTYL BENZENE /OXYETHYLENE/5 ALCOHOL HOMOGENEOUS, HEAD GROUP; temperature=75; additives=nan; authors=CROO FORD; reference=64014; original CMC=2.2 X10-1 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCO,nonionic,5.0,0.0,0.000235,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 211; name=P-T-OCTYL BENZENE /OXYETHYLENE/5 ALCOHOL HOMOGENEOUS, HEAD GROUP; temperature=85; additives=nan; authors=CROO FORD; reference=64014; original CMC=2.35 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCC(C(CCC(C1CCC(O1)CCCCC(CC2=CC(OC2=O)C)O)O)O)O,nonionic,6.0,0.0,0.00027,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 212; name=P-T-OCTYL BENZENE /OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=15; additives=nan; authors=CROO FORD; reference=64014; original CMC=2.70 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCC(C(CCC(C1CCC(O1)CCCCC(CC2=CC(OC2=O)C)O)O)O)O,nonionic,6.0,0.0,0.000205,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 212; name=P-T-OCTYL BENZENE /OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=25; additives=nan; authors=CROO FORD; reference=63017; original CMC=2.05 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCC(C(CCC(C1CCC(O1)CCCCC(CC2=CC(OC2=O)C)O)O)O)O,nonionic,6.0,0.0,0.00025,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 212; name=P-T-OCTYL BENZENE /OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=5; additives=nan; authors=CROO FORD; reference=64014; original CMC=2.5 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCC(C(CCC(C1CCC(O1)CCCCC(CC2=CC(OC2=O)C)O)O)O)O,nonionic,6.0,0.0,0.000237,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 212; name=P-T-OCTYL BENZENE /OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=35; additives=nan; authors=CROO FORD; reference=64014; original CMC=2.37 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCC(C(CCC(C1CCC(O1)CCCCC(CC2=CC(OC2=O)C)O)O)O)O,nonionic,6.0,0.0,0.000228,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 212; name=P-T-OCTYL BENZENE /OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=45; additives=nan; authors=CROO FORD; reference=640; original CMC=2.28 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCC(C(CCC(C1CCC(O1)CCCCC(CC2=CC(OC2=O)C)O)O)O)O,nonionic,6.0,0.0,0.00023,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 212; name=P-T-OCTYL BENZENE /OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=55; additives=nan; authors=CROO FORD; reference=64014; original CMC=2.30 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCC(C(CCC(C1CCC(O1)CCCCC(CC2=CC(OC2=O)C)O)O)O)O,nonionic,6.0,0.0,0.000255,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 212; name=P-T-OCTYL BENZENE /OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=65; additives=nan; authors=CROO FORD; reference=64014; original CMC=2.55 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCC(C(CCC(C1CCC(O1)CCCCC(CC2=CC(OC2=O)C)O)O)O)O,nonionic,6.0,0.0,0.000287,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 212; name=P-T-OCTYL BENZENE /OXYETHYLENE/6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=75; additives=nan; authors=CROO FORD; reference=64014; original CMC=2.87 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(C(=O)OCCCCCC)OC(=O)CCC,nonionic,7.0,0.0,0.000291,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 213; name=P-T-OCTYL BENZENE /OXYETHYLENE/7 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=15; additives=nan; authors=CROO FORD; reference=64014; original CMC=2.91 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
