Compound No.,Mol. Wgt.,Name,IUPAC,SMILES,Lookup wgt.,Method
620,324.3,DISODIUM ALPHAPHOSPHONO DODECANOATE,disodium;dodecanoyl phosphate,CCCCCCCCCCCC(=O)OP(=O)([O-])[O-].[Na+].[Na+],324.26,LLM initial name and weight
621,352.4,DISODIUM ALPHAPHOSPHONO TETRADECANOATE,disodium;decyl 3-phosphonatobutanoate,CCCCCCCCCCOC(=O)CC(C)P(=O)([O-])[O-].[Na+].[Na+],352.31,LLM initial name and weight
622,380.4,DISODIUM ALPHAPHOSPHONO HEXADECANOATE,disodium;dodecyl 3-phosphonatobutanoate,CCCCCCCCCCCCOC(=O)CC(C)P(=O)([O-])[O-].[Na+].[Na+],380.37,LLM initial name and weight
623,408.5,DISODIUM ALPHAPHOSPHONO OCTADECANOATE,disodium;18-oxooctadecyl phosphate,C(CCCCCCCCC=O)CCCCCCCCOP(=O)([O-])[O-].[Na+].[Na+],408.4,LLM initial name and weight
624,374.3,TRISODIUM ALPHAPHOSPHONO TETRADECANOATE,N/A,N/A,0,Unknown
625,402.4,TRISODIUM ALPHAPHOSPHONO HEXADECANOATE,N/A,N/A,0,Unknown
626,430.5,TRISODIUM ALPHAPHOSPHONO OCTADECANOATE,N/A,N/A,0,Unknown
627,332.2,CESIUM DODECANOATE,cesium;dodecanoate,CCCCCCCCCCCC(=O)[O-].[Cs+],332.21,LLM initial name and weight
628,266.3,DODECYLAMMONIUM BROMIDE,trimethyl(nonyl)azanium;bromide,CCCCCCCCC[N+](C)(C)C.[Br-],266.26,LLM initial name and weight
629,320.6,POTASSIUM ELAIDATE/TRANS-9-OCTADECENOATE/,potassium;(Z)-octadec-9-enoate,CCCCCCCCC=CCCCCCCCC(=O)[O-].[K+],320.6,LLM initial name and weight
630,336.6,POTASSIUM RICINOLEATE/12 HYDROXY OLEATE/,"potassium;(Z,12R)-12-hydroxyoctadec-9-enoate",CCCCCCC(CC=CCCCCCCCC(=O)[O-])O.[K+],336.6,LLM initial name and weight
631,336.6,POTASSIUM RICINELAIDATE/12 HYDROXY ELAIDATE/,"potassium;(Z,12R)-12-hydroxyoctadec-9-enoate",CCCCCCC(CC=CCCCCCCCC(=O)[O-])O.[K+],336.6,LLM initial name and weight
632,295.6,POTASSIUM N-DODECYL BETA-ALANINATE,potassium;2-[dodecyl(methyl)amino]acetate,CCCCCCCCCCCCN(C)CC(=O)[O-].[K+],295.5,LLM initial name and weight
633,292.9,N-DODECYL BETA-ALANINE HYDROCHLORIDE,"trimethyl-[2-[(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl]oxy-2-oxoethyl]azanium;hydrochloride",CC1CCC(C(C1)OC(=O)C[N+](C)(C)C)C(C)C.Cl,292.86,Found by mass lookup
634,304.5,POTASSIUM DODECYL SULFATE,potassium;dodecyl sulfate,CCCCCCCCCCCCOS(=O)(=O)[O-].[K+],304.49,LLM initial name and weight
635,256.3,LITHIUM DODECYL SULFONATE,lithium;dodecane-1-sulfonate,[Li+].CCCCCCCCCCCCS(=O)(=O)[O-],256.4,LLM initial name and weight
636,304.4,SODIUM DODECYL THIOSULFATE,sodium;1-sulfonatosulfanyldodecane,CCCCCCCCCCCCSS(=O)(=O)[O-].[Na+],304.4,LLM initial name and weight
637,300.4,LITHIUM TETRADECYL SULFATE,lithium;tetradecyl sulfate,[Li+].CCCCCCCCCCCCCCOS(=O)(=O)[O-],300.4,LLM initial name and weight
638,328.4,LITHIUM HEXADECYL SULFATE,lithium;hexadecyl sulfate,[Li+].CCCCCCCCCCCCCCCCOS(=O)(=O)[O-],328.5,LLM initial name and weight
639,290.3,SODIUM UNDECYL THIOSULFATE,sodium;11-sulfanylundecane-1-sulfonate,C(CCCCCS)CCCCCS(=O)(=O)[O-].[Na+],290.4,LLM initial name and weight
640,325.5,HEXYL TRIMETHYLAMMONIUM HEXANE SULFATE,dodecyl(trimethyl)azanium;hydrogen sulfate,CCCCCCCCCCCC[N+](C)(C)C.OS(=O)(=O)[O-],325.5,LLM initial name and weight
641,353.6,HEXYL TRIMETHYLAMMONIUM OCTANE SULFATE,hydrogen sulfate;trimethyl(tetradecyl)azanium,CCCCCCCCCCCCCC[N+](C)(C)C.OS(=O)(=O)[O-],353.6,LLM initial name and weight
642,409.7,OCTYL TRIMETHYLAMMONIUM DECANE SULFATE,heptadecyl(trimethyl)azanium;methyl sulfate,CCCCCCCCCCCCCCCCC[N+](C)(C)C.COS(=O)(=O)[O-],409.7,LLM initial name and weight
643,437.8,DODECYL TRIMETHYLAMMONIUM OCTANE SULFATE,decyl sulfate;decyl(trimethyl)azanium,CCCCCCCCCC[N+](C)(C)C.CCCCCCCCCCOS(=O)(=O)[O-],437.7,LLM initial name and weight
644,309.5,HEXYL TRIMETHYLAMMONIUM HEXANE SULFONATE,ethanesulfonic acid;N-methyldodecan-1-amine,CCCCCCCCCCCCNC.CCS(=O)(=O)O,309.5,LLM initial name and weight
645,268.3,PARA/BETA-D-GLUCOSYL/ETHYLBENZENE,"2,5,8,11,14-pentaoxabicyclo[13.4.0]nonadeca-1(19),15,17-triene",C1COCCOC2=CC=CC=C2OCCOCCO1,268.3,LLM retried name and weight
646,282.4,PARA/BETA-D-GLUCOSYL/PROPYL BENZENE,"(1R,4S,5R,8S,9R,12S,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-one",CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,282.33,LLM initial name and weight
647,296.4,PARA/BETA-D-GLUCOSYL/BUTYLBENZENE,"(3S,4R,5S)-4-hydroxy-5-methoxy-4-[(2S,3R)-2-methyl-3-(3-methylbut-2-enyl)oxiran-2-yl]-1-oxaspiro[2.5]octan-6-one",CC(=CCC1C(O1)(C)C2(C(C(=O)CCC23CO3)OC)O)C,296.36,LLM initial name and weight
648,276.4,ALPHA-D-GLUCOSYL OCTANE,"propane-1,2,3-triol;undec-10-enoic acid",C=CCCCCCCCCC(=O)O.C(C(CO)O)O,276.37,LLM initial name and weight
650,266.4,PARA/BETA-D-XYLosYL/BuTYL BENZENE,"(2R,7R,9R,11R)-2-(hydroxymethyl)-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-11-ol",CC1=CC2C(CC1)(C3(C(CC(C34CO4)O2)O)C)CO,266.33,LLM initial name and weight
651,0,EMASOL 1120 /ALKYL POLYOXYETHYLENE SORBITAN ESTER/,N/A,N/A,0,Unknown
652,0,EMASOL 1130 /ALKYL POLYOXYETHYLENE SORBITAN ESTER/,N/A,N/A,0,Unknown
653,0,EMULGEN 120 /ALKYL POLYOXYETHYLENE ETHER/,N/A,N/A,0,Unknown
654,374.7,OCTADECYL TRIMETHYLAMMONIUM NITRATE,trimethyl(octadecyl)azanium;nitrate,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[N+](=O)([O-])[O-],374.6,LLM initial name and weight
655,368.1,OCTADECYL PYRIDINIUM CHLORIDE,benzyl-dimethyl-tetradecylazanium;chloride,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],368,LLM initial name and weight
656,394.7,OCTADECYL PYRIDINIUM NITRATE,1-(1-adamantyl)-3-[5-(4-propoxybutoxy)pentyl]urea,CCCOCCCCOCCCCCNC(=O)NC12CC3CC(C1)CC(C3)C2,394.6,LLM initial name and weight
657,412.6,OCTADECYL PYRIDINIUM BROMIDE,benzyl-dimethyl-tetradecylazanium;bromide,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],412.5,LLM initial name and weight
658,440.6,OCTADECYL TRIMETHYLAMMONIUM BROMATE,trimethyl(octadecyl)azanium;bromate,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[O-]Br(=O)=O,440.5,LLM initial name and weight
659,357.7,OCTADECYL TRIMETHYLAMMONIUM FORMATE,2-[2-hydroxyethyl(octadecyl)amino]ethanol,CCCCCCCCCCCCCCCCCCN(CCO)CCO,357.6,LLM initial name and weight
660,479.5,HEXADECYL PYRIDINIUM IODATE,"[1-(1-methylpiperidin-1-ium-1-yl)-3-[[(1S,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl]oxy]propan-2-yl] acetate;iodide",CC(=O)OC(C[N+]1(CCCCC1)C)COC2CC3CCC2(C3(C)C)C.[I-],479.4,LLM initial name and weight
661,507.6,OCTADECYL PYRIDINIUM IODATE,"6-(4-hexoxy-3,5-dimethoxyphenyl)hexyl-trimethylazanium;iodide",CCCCCCOC1=C(C=C(C=C1OC)CCCCCC[N+](C)(C)C)OC.[I-],507.5,LLM initial name and weight
662,482.7,OCTADECYL TRIETHYLAMMONIUM BROMATE,triethyl(octadecyl)azanium;bromate,CCCCCCCCCCCCCCCCCC[N+](CC)(CC)CC.[O-]Br(=O)=O,482.6,LLM initial name and weight
663,524.8,OCTADECYL TRIPROPYLAMMONIUM BROMATE,4-(3-hexadecoxy-2-methoxypropoxy)butyl-trimethylazanium;bromide,CCCCCCCCCCCCCCCCOCC(COCCCC[N+](C)(C)C)OC.[Br-],524.7,LLM initial name and weight
664,566.9,OCTADECYL TRIBUTYLAMMONIUM BROMATE,N/A,N/A,0,Unknown
665,608.9,OCTADECYL TRIAMYLAMMONIUM BROMATE,10-(3-hexadecoxy-2-methoxypropoxy)decyl-trimethylazanium;bromide,CCCCCCCCCCCCCCCCOCC(COCCCCCCCCCC[N+](C)(C)C)OC.[Br-],608.8,LLM initial name and weight
666,538.8,HEXADECYL TRIBUTYLAMMONIUM BROMATE,4-(2-ethoxy-3-hexadecoxypropoxy)butyl-trimethylazanium;bromide,CCCCCCCCCCCCCCCCOCC(COCCCC[N+](C)(C)C)OCC.[Br-],538.7,LLM initial name and weight
667,713.4,OCTADECYL TRIMETHYLAMMONIUM OXALATE,N/A,N/A,0,Unknown
668,292.5,DIPOTASSIUM OCTYL MALONATE,"dipotassium;2,2-ditert-butylpropanedioate",CC(C)(C)C(C(=O)[O-])(C(=O)[O-])C(C)(C)C.[K+].[K+],292.45,LLM initial name and weight
669,320.5,DIPOTASSIUM DECYL MALONATE,dipotassium;tridecanedioate,C(CCCCCC(=O)[O-])CCCCCC(=O)[O-].[K+].[K+],320.51,LLM initial name and weight
670,348.6,DIPOTASSIUM DODECYL MALONATE,dipotassium;2-dodecylpropanedioate,CCCCCCCCCCCCC(C(=O)[O-])C(=O)[O-].[K+].[K+],348.56,LLM initial name and weight
671,376.7,DIPOTASSIUM TETRADECYL MALONATE,"dipotassium;2,2-diheptylpropanedioate",CCCCCCCC(CCCCCCC)(C(=O)[O-])C(=O)[O-].[K+].[K+],376.6,LLM initial name and weight
672,404.7,DIPOTASSIUM HEXADECYL MALONATE,dipotassium;2-butyl-2-dodecylpropanedioate,CCCCCCCCCCCCC(CCCC)(C(=O)[O-])C(=O)[O-].[K+].[K+],404.7,LLM initial name and weight
673,432.8,DIPOTASSIUM OCTADECYL MALONATE,dipotassium;2-dodecyl-2-hexylpropanedioate,CCCCCCCCCCCCC(CCCCCC)(C(=O)[O-])C(=O)[O-].[K+].[K+],432.7,LLM initial name and weight
674,470.7,"DIISOBUTYL BENZENE/OXYETHYLENE/6 ALCOHOL (DB) BRANCHED CHAIN, NATURAL 0E DISTRIBUTION","2,3-di(octanoyloxy)propyl octanoate",CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,470.7,Found by mass lookup
675,647,OCTYL BENZENE /OXYETHYLENE/10 ALCOHOL NATURAL DISTRIBUTION OF HEAD GROUPS,"(27S,29R)-27,29-dihydroxy-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxytriacontan-3-one",CC(CC(CCCCCCCCCCCCCCCCCCCCCCCC(=O)CCOC1C(C(C(C(O1)CO)O)O)O)O)O,646.9,Found by mass lookup
676,292.3,"SODIUM 1, 1. 3, 3-TETRAMETHYL BUTYL BENZENE SULFONATE",sodium;4-octylbenzenesulfonate,CCCCCCCCC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],292.37,LLM initial name and weight
677,404.6,"SODIUM 1, 3-TETRAMETHYL BUTYL/BENZENESULFONATE",sodium;4-hexadecan-8-ylbenzenesulfonate,CCCCCCCCC(CCCCCCC)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],404.6,Found by mass lookup
678,334.4,"SODIUM 1, 1-DIMETHYLNONYL BENZENE SULFONATE",sodium;3-undecylbenzenesulfonate,CCCCCCCCCCCC1=CC(=CC=C1)S(=O)(=O)[O-].[Na+],334.5,LLM initial name and weight
679,334.4,SODIUM 3-BUTYL HEPTYL BENZENE SULFONATE,sodium;3-undecylbenzenesulfonate,CCCCCCCCCCCC1=CC(=CC=C1)S(=O)(=O)[O-].[Na+],334.5,LLM initial name and weight
680,348.5,SODIUM 2-PROPYL-4-METHYL-CTYL BENZENE SULFONATE,sodium;4-dodecan-2-ylbenzenesulfonate,CCCCCCCCCCC(C)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],348.5,LLM initial name and weight
681,292.3,SODIUM DIBUTYL BENZENE SULFONATE,sodium;4-octylbenzenesulfonate,CCCCCCCCC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],292.37,LLM initial name and weight
682,342.4,SODIUM DIBUTYL NAPHTHALENE SULFONATE /NEKAL/,"sodium;3,6-dibutylnaphthalene-1-sulfonate",CCCCC1=CC2=C(C=C1)C(=CC(=C2)CCCC)S(=O)(=O)[O-].[Na+],342.4,LLM initial name and weight
683,460.7,SODIUM EICOSYLBENZENE SULFONATE,sodium;1-(4-methylphenyl)nonadecane-1-sulfonate,CCCCCCCCCCCCCCCCCCC(C1=CC=C(C=C1)C)S(=O)(=O)[O-].[Na+],460.7,LLM initial name and weight
684,178.3,HEXYL SULFINYLETHANOL,1-butylsulfonylbutane,CCCCS(=O)(=O)CCCC,178.29,LLM initial name and weight
685,192.3,HEXYL SULFINYLPROPANOL,1-methylsulfonyloctane,CCCCCCCCS(=O)(=O)C,192.32,LLM initial name and weight
686,206.3,HEXYL SULFINYLBUTANOL,2-octylsulfinylethanol,CCCCCCCCS(=O)CCO,206.35,LLM initial name and weight
687,220.4,HEXYL SULFINYLPENTANOL,1-methylsulfonyldecane,CCCCCCCCCCS(=O)(=O)C,220.37,LLM initial name and weight
688,206.3,OCTYL SULFINYLETHANOL,2-octylsulfinylethanol,CCCCCCCCS(=O)CCO,206.35,LLM initial name and weight
689,220.4,OCTYL SULFINYLPROPANOL,1-methylsulfonyldecane,CCCCCCCCCCS(=O)(=O)C,220.37,LLM initial name and weight
690,234.4,OCTYL SULFINYLBUTANOL,2-decylsulfinylethanol,CCCCCCCCCCS(=O)CCO,234.4,LLM initial name and weight
691,176.3,OCTYL METHYL SULFOXIDE,9-sulfanylnonan-1-ol,C(CCCCO)CCCCS,176.32,LLM initial name and weight
692,234.4,DECYL SULFINYLETHANOL,2-decylsulfinylethanol,CCCCCCCCCCS(=O)CCO,234.4,LLM initial name and weight
693,354.1,N-CETYL 2-METHYL PYRIDINIUM CHLORIDE,benzyl-dimethyl-tridecylazanium;chloride,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],354,LLM initial name and weight
694,354.1,N-CETYL 3-METHYL PYRIDINIUM CHLORIDE,benzyl-dimethyl-tridecylazanium;chloride,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],354,LLM initial name and weight
695,354.1,N-CETYL 4-METHYL PYRIDINIUM CHLORIDE,benzyl-dimethyl-tridecylazanium;chloride,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],354,LLM initial name and weight
696,445.5,N-CETIL 2-METHYL PYRIDINIUM IODIDE,1-heptadecylpyridin-1-ium;iodide,CCCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],445.5,LLM initial name and weight
697,445.5,N-CETYL-3-METHYL PYRIDINIUM IODIDE,1-heptadecylpyridin-1-ium;iodide,CCCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],445.5,LLM initial name and weight
698,445.5,N-CETYL-4-METHYL PYRIDINIUM IODIDE,1-heptadecylpyridin-1-ium;iodide,CCCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],445.5,LLM initial name and weight
699,110.1,SODIUM BUTYRATE,sodium;butanoate,CCCC(=O)[O-].[Na+],110.09,LLM initial name and weight
700,116.2,HEXANOIC ACID,hexanoic acid,CCCCCC(=O)O,116.16,LLM initial name and weight
701,352.2,POTASSIUM PERFLUROHEXANOATE,"potassium;2,2,3,3,4,4,5,5,6,6,6-undecafluorohexanoate",C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[K+],352.14,LLM initial name and weight
702,552.2,POTASSIUM PERFLUORODECANOATE,"potassium;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-nonadecafluorodecanoate",C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[K+],552.17,LLM initial name and weight
703,194.3,HEXYL RESORCINOL,"4-hexylbenzene-1,3-diol",CCCCCCC1=C(C=C(C=C1)O)O,194.27,LLM initial name and weight
704,232.4,POTASSIUM 4-HEXYL RESORCINOLATE,potassium;benzene;but-2-enoic acid;ethane,C[CH2-].CC=CC(=O)O.C1=CC=CC=C1.[K+],232.36,LLM initial name and weight
705,266.4,DODECYL SULFURIC ACID,dodecyl hydrogen sulfate,CCCCCCCCCCCCOS(=O)(=O)O,266.4,LLM initial name and weight
706,185.1,PERFLUORO PROPYLAMINE,N/A,N/A,0,Unknown
707,221.5,PERFLUORO PROPYLAMINE HYDROCHLORIDE,N/A,N/A,0,Unknown
708,101.2,HEXYLAMINE,"N,N-diethylethanamine",CCN(CC)CC,101.19,LLM initial name and weight
709,137.7,HEXYLAMINE HYDROCHLORIDE,"N,N-diethylethanamine;hydrochloride",CCN(CC)CC.Cl,137.65,Found by mass lookup
710,190.3,OCTYL DIMETHYL PHOSPHINE OXIDE,1-dimethylphosphoryloctane,CCCCCCCCP(=O)(C)C,190.26,LLM initial name and weight
711,218.4,DECYL DIMETHYL PHOSPHINE OXIDE,1-dibutylphosphorylbutane,CCCCP(=O)(CCCC)CCCC,218.32,LLM initial name and weight
712,246.4,DODECYL DIMETHYL PHOSPHINE OXIDE,1-dimethylphosphoryldodecane,CCCCCCCCCCCCP(=O)(C)C,246.37,LLM initial name and weight
713,215.4,UNDECYL DIMETHYL AMINE OXIDE,"N,N-dimethylundecan-1-amine oxide",CCCCCCCCCCC[N+](C)(C)[O-],215.38,LLM initial name and weight
714,145.3,HEXYL DIMETHYL AMINE OXIDE,6-amino-2-methylheptan-2-ol,CC(CCCC(C)(C)O)N,145.24,LLM initial name and weight
715,159.3,HEPTYL DIMETHYL AMINE OXIDE,"3-(diethylamino)-2,2-dimethylpropan-1-ol",CCN(CC)CC(C)(C)CO,159.27,LLM initial name and weight
716,891.3,DODECYL /OXYETHYLENE/16 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS,N/A,N/A,0,Unknown
717,378.4,DODECYLQUINOLINIUM BROMIDE,2-dodecylisoquinolin-2-ium;bromide,CCCCCCCCCCCC[N+]1=CC2=CC=CC=C2C=C1.[Br-],378.4,LLM initial name and weight
718,395.7,TETRAETHYLAMMONIUM DODECYL SULFATE,hexadecyl(trimethyl)azanium;methyl sulfate,CCCCCCCCCCCCCCCC[N+](C)(C)C.COS(=O)(=O)[O-],395.6,LLM initial name and weight
719,507.9,TETRABUTYLAMMONIUM DODECYL SULFATE,hydrogen sulfate;tetraheptylazanium,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.OS(=O)(=O)[O-],507.9,LLM initial name and weight
720,733.2,DITRIMETHYLAMMONIUM-HEXANE/DODECYL SULFATE/2,dodecyl(triethyl)azanium;sulfonatooxy sulfate,CCCCCCCCCCCC[N+](CC)(CC)CC.CCCCCCCCCCCC[N+](CC)(CC)CC.[O-]S(=O)(=O)OOS(=O)(=O)[O-],733.2,Found by mass lookup
721,1542.1,NONYL BENZENE /OXYETHYLENE/30 ALCOHOL BRANCHED CHAIN REDUCED 0E DISTRIBUTION,N/A,N/A,0,Unknown
112,339.5,TETRAMETHYL AMMONIUM DODECYL 1 SULFATE,hydrogen sulfate;tetrabutylazanium,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],339.5,LLM initial name and weight
113,420.5,SODIUM DODECYL TRI-0XYETHYLENE SULFATE,sodium;2-[2-(2-dodecoxyethoxy)ethoxy]ethyl sulfate,CCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],420.5,LLM initial name and weight
114,1059.4,SODIUM DODECYL /OXYETHYLENE/17.5 SULFATE,N/A,N/A,0,Unknown
118,215.3,OCTYL N BETAINE,12-aminododecanoic acid,C(CCCCCC(=O)O)CCCCCN,215.33,Found by mass lookup
322,1101.6,"NONYL BENZENE/OXYETHYLENE/20 ALCOHOL BRANCHED CHAIN, REDUCED 0E DISTRIBUTION",N/A,N/A,0,Unknown
323,1542.2,"NONYL BENZENE/OXYETHYLENE/30 ALCOHOL BRANCHED CHAIN, REDUCED 0E DISTRIBUTION",N/A,N/A,0,Unknown
324,2423.4,"NONYL BENZENE/OXYETHYLENE/50 ALCOHOL BRANCHED CHAIN, REDUCED 0E DISTRIBUTION",N/A,N/A,0,Unknown
325,362.6,DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS,2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol,CCCCCCCCCCCCOCCOCCOCCOCCO,362.5,LLM initial name and weight
